Name,Platform,Year,Genre,Publisher,Region,Sales,Global_Sales
,X360,2006,Sports,Take-Two Interactive,North America,0.28,0.76
,X360,2006,Sports,Take-Two Interactive,Europe,0.39,0.76
,X360,2006,Sports,Take-Two Interactive,Japan,0,0.76
,X360,2006,Sports,Take-Two Interactive,Other,0.09,0.76
,Wii,2010,Misc,Electronic Arts,North America,0.24,0.76
,Wii,2010,Misc,Electronic Arts,Europe,0.44,0.76
,Wii,2010,Misc,Electronic Arts,Japan,0,0.76
,Wii,2010,Misc,Electronic Arts,Other,0.08,0.76
,PS3,2006,Action,Sony Computer Entertainment,North America,0.18,0.76
,PS3,2006,Action,Sony Computer Entertainment,Europe,0.38,0.76
,PS3,2006,Action,Sony Computer Entertainment,Japan,0.06,0.76
,PS3,2006,Action,Sony Computer Entertainment,Other,0.14,0.76
,Wii,2008,Simulation,Rising Star Games,North America,0.6,0.76
,Wii,2008,Simulation,Rising Star Games,Europe,0.09,0.76
,Wii,2008,Simulation,Rising Star Games,Japan,0.02,0.76
,Wii,2008,Simulation,Rising Star Games,Other,0.05,0.76
,GB,1991,Role-Playing,SquareSoft,North America,0,0.76
,GB,1991,Role-Playing,SquareSoft,Europe,0,0.76
,GB,1991,Role-Playing,SquareSoft,Japan,0.76,0.76
,GB,1991,Role-Playing,SquareSoft,Other,0,0.76
,PC,2013,Strategy,Sega,North America,0.12,0.76
,PC,2013,Strategy,Sega,Europe,0.53,0.76
,PC,2013,Strategy,Sega,Japan,0,0.76
,PC,2013,Strategy,Sega,Other,0.11,0.76
,XOne,2015,Misc,Microsoft Game Studios,North America,0.47,0.75
,XOne,2015,Misc,Microsoft Game Studios,Europe,0.21,0.75
,XOne,2015,Misc,Microsoft Game Studios,Japan,0.01,0.75
,XOne,2015,Misc,Microsoft Game Studios,Other,0.07,0.75
,DS,2007,Role-Playing,Disney Interactive Studios,North America,0.67,0.75
,DS,2007,Role-Playing,Disney Interactive Studios,Europe,0.03,0.75
,DS,2007,Role-Playing,Disney Interactive Studios,Japan,0,0.75
,DS,2007,Role-Playing,Disney Interactive Studios,Other,0.06,0.75
,PS2,2008,Platform,THQ,North America,0.21,0.75
,PS2,2008,Platform,THQ,Europe,0,0.75
,PS2,2008,Platform,THQ,Japan,0,0.75
,PS2,2008,Platform,THQ,Other,0.54,0.75
,PSP,2008,Fighting,THQ,North America,0.41,0.75
,PSP,2008,Fighting,THQ,Europe,0.21,0.75
,PSP,2008,Fighting,THQ,Japan,0,0.75
,PSP,2008,Fighting,THQ,Other,0.14,0.75
,PS3,2009,Misc,Activision,North America,0.41,0.75
,PS3,2009,Misc,Activision,Europe,0.24,0.75
,PS3,2009,Misc,Activision,Japan,0,0.75
,PS3,2009,Misc,Activision,Other,0.11,0.75
,PS,2000,Platform,Capcom,North America,0.3,0.75
,PS,2000,Platform,Capcom,Europe,0.21,0.75
,PS,2000,Platform,Capcom,Japan,0.2,0.75
,PS,2000,Platform,Capcom,Other,0.05,0.75
,PSV,2013,Adventure,Sony Computer Entertainment Europe,North America,0.17,0.75
,PSV,2013,Adventure,Sony Computer Entertainment Europe,Europe,0.39,0.75
,PSV,2013,Adventure,Sony Computer Entertainment Europe,Japan,0,0.75
,PSV,2013,Adventure,Sony Computer Entertainment Europe,Other,0.19,0.75
,PS3,2010,Misc,Activision,North America,0.47,0.75
,PS3,2010,Misc,Activision,Europe,0.19,0.75
,PS3,2010,Misc,Activision,Japan,0,0.75
,PS3,2010,Misc,Activision,Other,0.09,0.75
,PS3,2009,Action,Electronic Arts,North America,0.41,0.75
,PS3,2009,Action,Electronic Arts,Europe,0.22,0.75
,PS3,2009,Action,Electronic Arts,Japan,0.01,0.75
,PS3,2009,Action,Electronic Arts,Other,0.11,0.75
,Wii,2009,Fighting,THQ,North America,0.51,0.75
,Wii,2009,Fighting,THQ,Europe,0.17,0.75
,Wii,2009,Fighting,THQ,Japan,0,0.75
,Wii,2009,Fighting,THQ,Other,0.07,0.75
,X360,2008,Action,Touchstone,North America,0.46,0.75
,X360,2008,Action,Touchstone,Europe,0.21,0.75
,X360,2008,Action,Touchstone,Japan,0.01,0.75
,X360,2008,Action,Touchstone,Other,0.07,0.75
,PS3,2012,Action,Activision,North America,0.36,0.75
,PS3,2012,Action,Activision,Europe,0.28,0.75
,PS3,2012,Action,Activision,Japan,0,0.75
,PS3,2012,Action,Activision,Other,0.11,0.75
,PS2,2004,Action,Activision,North America,0.37,0.75
,PS2,2004,Action,Activision,Europe,0.29,0.75
,PS2,2004,Action,Activision,Japan,0,0.75
,PS2,2004,Action,Activision,Other,0.1,0.75
,N64,1997,Racing,GT Interactive,North America,0.63,0.75
,N64,1997,Racing,GT Interactive,Europe,0.11,0.75
,N64,1997,Racing,GT Interactive,Japan,0,0.75
,N64,1997,Racing,GT Interactive,Other,0.01,0.75
,X360,2012,Action,Activision,North America,0.43,0.75
,X360,2012,Action,Activision,Europe,0.26,0.75
,X360,2012,Action,Activision,Japan,0,0.75
,X360,2012,Action,Activision,Other,0.06,0.75
,PS2,2001,Shooter,Konami Digital Entertainment,North America,0.3,0.75
,PS2,2001,Shooter,Konami Digital Entertainment,Europe,0.24,0.75
,PS2,2001,Shooter,Konami Digital Entertainment,Japan,0.13,0.75
,PS2,2001,Shooter,Konami Digital Entertainment,Other,0.08,0.75
,PS3,2009,Shooter,THQ,North America,0.33,0.75
,PS3,2009,Shooter,THQ,Europe,0.28,0.75
,PS3,2009,Shooter,THQ,Japan,0.02,0.75
,PS3,2009,Shooter,THQ,Other,0.12,0.75
,PS,1997,Fighting,Virgin Interactive,North America,0.28,0.75
,PS,1997,Fighting,Virgin Interactive,Europe,0.19,0.75
,PS,1997,Fighting,Virgin Interactive,Japan,0.23,0.75
,PS,1997,Fighting,Virgin Interactive,Other,0.05,0.75
,PSP,2005,Sports,Electronic Arts,North America,0.69,0.75
,PSP,2005,Sports,Electronic Arts,Europe,0,0.75
,PSP,2005,Sports,Electronic Arts,Japan,0,0.75
,PSP,2005,Sports,Electronic Arts,Other,0.06,0.75
,PSP,2005,Shooter,Konami Digital Entertainment,North America,0.28,0.75
,PSP,2005,Shooter,Konami Digital Entertainment,Europe,0.29,0.75
,PSP,2005,Shooter,Konami Digital Entertainment,Japan,0,0.75
,PSP,2005,Shooter,Konami Digital Entertainment,Other,0.18,0.75
,XB,2004,Sports,Activision,North America,0.48,0.75
,XB,2004,Sports,Activision,Europe,0.24,0.75
,XB,2004,Sports,Activision,Japan,0,0.75
,XB,2004,Sports,Activision,Other,0.03,0.75
,X360,2008,Role-Playing,Atari,North America,0.32,0.75
,X360,2008,Role-Playing,Atari,Europe,0.18,0.75
,X360,2008,Role-Playing,Atari,Japan,0.19,0.75
,X360,2008,Role-Playing,Atari,Other,0.05,0.75
,PS3,2009,Action,Activision,North America,0.31,0.75
,PS3,2009,Action,Activision,Europe,0.32,0.75
,PS3,2009,Action,Activision,Japan,0,0.75
,PS3,2009,Action,Activision,Other,0.13,0.75
,DS,2008,Action,Activision,North America,0.42,0.75
,DS,2008,Action,Activision,Europe,0.26,0.75
,DS,2008,Action,Activision,Japan,0,0.75
,DS,2008,Action,Activision,Other,0.07,0.75
,PS3,2010,Racing,Disney Interactive Studios,North America,0.31,0.75
,PS3,2010,Racing,Disney Interactive Studios,Europe,0.31,0.75
,PS3,2010,Racing,Disney Interactive Studios,Japan,0.01,0.75
,PS3,2010,Racing,Disney Interactive Studios,Other,0.12,0.75
,PS2,2001,Fighting,Capcom,North America,0.22,0.75
,PS2,2001,Fighting,Capcom,Europe,0.17,0.75
,PS2,2001,Fighting,Capcom,Japan,0.3,0.75
,PS2,2001,Fighting,Capcom,Other,0.06,0.75
,PS2,2006,Sports,Electronic Arts,North America,0.62,0.75
,PS2,2006,Sports,Electronic Arts,Europe,0.02,0.75
,PS2,2006,Sports,Electronic Arts,Japan,0,0.75
,PS2,2006,Sports,Electronic Arts,Other,0.1,0.75
,WiiU,2014,Misc,Ubisoft,North America,0.4,0.75
,WiiU,2014,Misc,Ubisoft,Europe,0.28,0.75
,WiiU,2014,Misc,Ubisoft,Japan,0,0.75
,WiiU,2014,Misc,Ubisoft,Other,0.07,0.75
,X360,2014,Shooter,Take-Two Interactive,North America,0.46,0.75
,X360,2014,Shooter,Take-Two Interactive,Europe,0.22,0.75
,X360,2014,Shooter,Take-Two Interactive,Japan,0.01,0.75
,X360,2014,Shooter,Take-Two Interactive,Other,0.06,0.75
,PS3,2014,Platform,Sony Computer Entertainment,North America,0.2,0.75
,PS3,2014,Platform,Sony Computer Entertainment,Europe,0.43,0.75
,PS3,2014,Platform,Sony Computer Entertainment,Japan,0.01,0.75
,PS3,2014,Platform,Sony Computer Entertainment,Other,0.11,0.75
,PS3,2009,Role-Playing,Activision,North America,0.49,0.75
,PS3,2009,Role-Playing,Activision,Europe,0.16,0.75
,PS3,2009,Role-Playing,Activision,Japan,0,0.75
,PS3,2009,Role-Playing,Activision,Other,0.09,0.75
,DS,2008,Sports,Sega,North America,0.29,0.75
,DS,2008,Sports,Sega,Europe,0.37,0.75
,DS,2008,Sports,Sega,Japan,0,0.75
,DS,2008,Sports,Sega,Other,0.08,0.75
,X360,2012,Adventure,Avanquest Software,North America,0.55,0.75
,X360,2012,Adventure,Avanquest Software,Europe,0.14,0.75
,X360,2012,Adventure,Avanquest Software,Japan,0,0.75
,X360,2012,Adventure,Avanquest Software,Other,0.05,0.75
,PS3,2011,Action,Namco Bandai Games,North America,0.3,0.74
,PS3,2011,Action,Namco Bandai Games,Europe,0.16,0.74
,PS3,2011,Action,Namco Bandai Games,Japan,0.22,0.74
,PS3,2011,Action,Namco Bandai Games,Other,0.07,0.74
,DS,2006,Fighting,Nintendo,North America,0,0.74
,DS,2006,Fighting,Nintendo,Europe,0,0.74
,DS,2006,Fighting,Nintendo,Japan,0.74,0.74
,DS,2006,Fighting,Nintendo,Other,0,0.74
,PS2,2001,Misc,Sony Computer Entertainment,North America,0.36,0.74
,PS2,2001,Misc,Sony Computer Entertainment,Europe,0.28,0.74
,PS2,2001,Misc,Sony Computer Entertainment,Japan,0,0.74
,PS2,2001,Misc,Sony Computer Entertainment,Other,0.1,0.74
,PS3,2010,Role-Playing,Sega,North America,0.2,0.74
,PS3,2010,Role-Playing,Sega,Europe,0.22,0.74
,PS3,2010,Role-Playing,Sega,Japan,0.24,0.74
,PS3,2010,Role-Playing,Sega,Other,0.09,0.74
,PS2,2001,Racing,Acclaim Entertainment,North America,0.36,0.74
,PS2,2001,Racing,Acclaim Entertainment,Europe,0.28,0.74
,PS2,2001,Racing,Acclaim Entertainment,Japan,0,0.74
,PS2,2001,Racing,Acclaim Entertainment,Other,0.1,0.74
,PSP,2007,Shooter,Ubisoft,North America,0.42,0.74
,PSP,2007,Shooter,Ubisoft,Europe,0.19,0.74
,PSP,2007,Shooter,Ubisoft,Japan,0,0.74
,PSP,2007,Shooter,Ubisoft,Other,0.14,0.74
,X360,2011,Role-Playing,Square Enix,North America,0.36,0.74
,X360,2011,Role-Playing,Square Enix,Europe,0.3,0.74
,X360,2011,Role-Playing,Square Enix,Japan,0.02,0.74
,X360,2011,Role-Playing,Square Enix,Other,0.06,0.74
,3DS,2012,Action,Warner Bros. Interactive Entertainment,North America,0.41,0.74
,3DS,2012,Action,Warner Bros. Interactive Entertainment,Europe,0.27,0.74
,3DS,2012,Action,Warner Bros. Interactive Entertainment,Japan,0,0.74
,3DS,2012,Action,Warner Bros. Interactive Entertainment,Other,0.06,0.74
,PSP,2006,Fighting,Midway Games,North America,0.67,0.74
,PSP,2006,Fighting,Midway Games,Europe,0.01,0.74
,PSP,2006,Fighting,Midway Games,Japan,0,0.74
,PSP,2006,Fighting,Midway Games,Other,0.06,0.74
,3DS,2015,Role-Playing,Nintendo,North America,0.16,0.74
,3DS,2015,Role-Playing,Nintendo,Europe,0.3,0.74
,3DS,2015,Role-Playing,Nintendo,Japan,0.25,0.74
,3DS,2015,Role-Playing,Nintendo,Other,0.04,0.74
,GBA,2001,Misc,Konami Digital Entertainment,North America,0.42,0.74
,GBA,2001,Misc,Konami Digital Entertainment,Europe,0.16,0.74
,GBA,2001,Misc,Konami Digital Entertainment,Japan,0.15,0.74
,GBA,2001,Misc,Konami Digital Entertainment,Other,0.01,0.74
,PS3,2011,Shooter,Bethesda Softworks,North America,0.29,0.74
,PS3,2011,Shooter,Bethesda Softworks,Europe,0.32,0.74
,PS3,2011,Shooter,Bethesda Softworks,Japan,0.01,0.74
,PS3,2011,Shooter,Bethesda Softworks,Other,0.12,0.74
,WiiU,2013,Action,Warner Bros. Interactive Entertainment,North America,0.31,0.74
,WiiU,2013,Action,Warner Bros. Interactive Entertainment,Europe,0.35,0.74
,WiiU,2013,Action,Warner Bros. Interactive Entertainment,Japan,0.02,0.74
,WiiU,2013,Action,Warner Bros. Interactive Entertainment,Other,0.06,0.74
,PS3,2010,Racing,Activision,North America,0.22,0.74
,PS3,2010,Racing,Activision,Europe,0.37,0.74
,PS3,2010,Racing,Activision,Japan,0.02,0.74
,PS3,2010,Racing,Activision,Other,0.13,0.74
,Wii,N/A,Sports,Unknown,North America,0.7,0.74
,Wii,N/A,Sports,Unknown,Europe,0,0.74
,Wii,N/A,Sports,Unknown,Japan,0,0.74
,Wii,N/A,Sports,Unknown,Other,0.05,0.74
,Wii,2007,Misc,Atari,North America,0.68,0.74
,Wii,2007,Misc,Atari,Europe,0,0.74
,Wii,2007,Misc,Atari,Japan,0,0.74
,Wii,2007,Misc,Atari,Other,0.05,0.74
,XB,2005,Racing,Take-Two Interactive,North America,0.61,0.74
,XB,2005,Racing,Take-Two Interactive,Europe,0.1,0.74
,XB,2005,Racing,Take-Two Interactive,Japan,0,0.74
,XB,2005,Racing,Take-Two Interactive,Other,0.03,0.74
,PC,2011,Action,Electronic Arts,North America,0.16,0.74
,PC,2011,Action,Electronic Arts,Europe,0.45,0.74
,PC,2011,Action,Electronic Arts,Japan,0,0.74
,PC,2011,Action,Electronic Arts,Other,0.13,0.74
,GBA,2002,Action,Electronic Arts,North America,0.53,0.74
,GBA,2002,Action,Electronic Arts,Europe,0.2,0.74
,GBA,2002,Action,Electronic Arts,Japan,0,0.74
,GBA,2002,Action,Electronic Arts,Other,0.01,0.74
,PS2,2001,Sports,Electronic Arts,North America,0.36,0.74
,PS2,2001,Sports,Electronic Arts,Europe,0.28,0.74
,PS2,2001,Sports,Electronic Arts,Japan,0,0.74
,PS2,2001,Sports,Electronic Arts,Other,0.09,0.74
,Wii,2009,Action,Activision,North America,0.36,0.74
,Wii,2009,Action,Activision,Europe,0.3,0.74
,Wii,2009,Action,Activision,Japan,0,0.74
,Wii,2009,Action,Activision,Other,0.08,0.74
,PS,1999,Racing,Sony Computer Entertainment,North America,0.41,0.74
,PS,1999,Racing,Sony Computer Entertainment,Europe,0.28,0.74
,PS,1999,Racing,Sony Computer Entertainment,Japan,0,0.74
,PS,1999,Racing,Sony Computer Entertainment,Other,0.05,0.74
,PS3,2012,Fighting,Namco Bandai Games,North America,0.27,0.74
,PS3,2012,Fighting,Namco Bandai Games,Europe,0.25,0.74
,PS3,2012,Fighting,Namco Bandai Games,Japan,0.14,0.74
,PS3,2012,Fighting,Namco Bandai Games,Other,0.08,0.74
,XB,2002,Shooter,Atari,North America,0.59,0.74
,XB,2002,Shooter,Atari,Europe,0.12,0.74
,XB,2002,Shooter,Atari,Japan,0,0.74
,XB,2002,Shooter,Atari,Other,0.03,0.74
,GBA,N/A,Puzzle,Unknown,North America,0.16,0.74
,GBA,N/A,Puzzle,Unknown,Europe,0.06,0.74
,GBA,N/A,Puzzle,Unknown,Japan,0.5,0.74
,GBA,N/A,Puzzle,Unknown,Other,0.02,0.74
,PS3,2007,Action,Disney Interactive Studios,North America,0.17,0.74
,PS3,2007,Action,Disney Interactive Studios,Europe,0.41,0.74
,PS3,2007,Action,Disney Interactive Studios,Japan,0,0.74
,PS3,2007,Action,Disney Interactive Studios,Other,0.15,0.74
,PS3,2007,Sports,Electronic Arts,North America,0.22,0.74
,PS3,2007,Sports,Electronic Arts,Europe,0.38,0.74
,PS3,2007,Sports,Electronic Arts,Japan,0,0.74
,PS3,2007,Sports,Electronic Arts,Other,0.14,0.74
,PS3,2012,Fighting,Atlus,North America,0.3,0.74
,PS3,2012,Fighting,Atlus,Europe,0.12,0.74
,PS3,2012,Fighting,Atlus,Japan,0.24,0.74
,PS3,2012,Fighting,Atlus,Other,0.07,0.74
,GBA,2003,Role-Playing,Nintendo,North America,0.31,0.74
,GBA,2003,Role-Playing,Nintendo,Europe,0.11,0.74
,GBA,2003,Role-Playing,Nintendo,Japan,0.3,0.74
,GBA,2003,Role-Playing,Nintendo,Other,0.02,0.74
,DS,2007,Simulation,Rising Star Games,North America,0.44,0.74
,DS,2007,Simulation,Rising Star Games,Europe,0.01,0.74
,DS,2007,Simulation,Rising Star Games,Japan,0.25,0.74
,DS,2007,Simulation,Rising Star Games,Other,0.04,0.74
,PS3,2010,Role-Playing,Square Enix,North America,0.28,0.73
,PS3,2010,Role-Playing,Square Enix,Europe,0.16,0.73
,PS3,2010,Role-Playing,Square Enix,Japan,0.22,0.73
,PS3,2010,Role-Playing,Square Enix,Other,0.08,0.73
,DS,2007,Simulation,Electronic Arts,North America,0.63,0.73
,DS,2007,Simulation,Electronic Arts,Europe,0.05,0.73
,DS,2007,Simulation,Electronic Arts,Japan,0,0.73
,DS,2007,Simulation,Electronic Arts,Other,0.06,0.73
,PS,1997,Sports,Electronic Arts,North America,0.14,0.73
,PS,1997,Sports,Electronic Arts,Europe,0.09,0.73
,PS,1997,Sports,Electronic Arts,Japan,0.46,0.73
,PS,1997,Sports,Electronic Arts,Other,0.05,0.73
,SNES,1993,Fighting,Namco Bandai Games,North America,0,0.73
,SNES,1993,Fighting,Namco Bandai Games,Europe,0,0.73
,SNES,1993,Fighting,Namco Bandai Games,Japan,0.73,0.73
,SNES,1993,Fighting,Namco Bandai Games,Other,0,0.73
,GBA,2004,Platform,Nintendo,North America,0.4,0.73
,GBA,2004,Platform,Nintendo,Europe,0.15,0.73
,GBA,2004,Platform,Nintendo,Japan,0.17,0.73
,GBA,2004,Platform,Nintendo,Other,0.01,0.73
,PC,2013,Shooter,Activision,North America,0.23,0.73
,PC,2013,Shooter,Activision,Europe,0.41,0.73
,PC,2013,Shooter,Activision,Japan,0,0.73
,PC,2013,Shooter,Activision,Other,0.09,0.73
,GB,1991,Puzzle,Nintendo,North America,0,0.73
,GB,1991,Puzzle,Nintendo,Europe,0,0.73
,GB,1991,Puzzle,Nintendo,Japan,0.73,0.73
,GB,1991,Puzzle,Nintendo,Other,0,0.73
,N64,1998,Fighting,GT Interactive,North America,0.55,0.73
,N64,1998,Fighting,GT Interactive,Europe,0.17,0.73
,N64,1998,Fighting,GT Interactive,Japan,0,0.73
,N64,1998,Fighting,GT Interactive,Other,0.01,0.73
,X360,2011,Racing,Codemasters,North America,0.11,0.73
,X360,2011,Racing,Codemasters,Europe,0.51,0.73
,X360,2011,Racing,Codemasters,Japan,0.01,0.73
,X360,2011,Racing,Codemasters,Other,0.09,0.73
,Wii,2009,Sports,Electronic Arts,North America,0.63,0.73
,Wii,2009,Sports,Electronic Arts,Europe,0.04,0.73
,Wii,2009,Sports,Electronic Arts,Japan,0,0.73
,Wii,2009,Sports,Electronic Arts,Other,0.06,0.73
,DS,2005,Platform,Nintendo,North America,0.37,0.73
,DS,2005,Platform,Nintendo,Europe,0,0.73
,DS,2005,Platform,Nintendo,Japan,0.32,0.73
,DS,2005,Platform,Nintendo,Other,0.04,0.73
,PS,1999,Platform,Fox Interactive,North America,0.41,0.73
,PS,1999,Platform,Fox Interactive,Europe,0.28,0.73
,PS,1999,Platform,Fox Interactive,Japan,0,0.73
,PS,1999,Platform,Fox Interactive,Other,0.05,0.73
,DS,2007,Misc,Nintendo,North America,0,0.73
,DS,2007,Misc,Nintendo,Europe,0,0.73
,DS,2007,Misc,Nintendo,Japan,0.73,0.73
,DS,2007,Misc,Nintendo,Other,0,0.73
,XB,2001,Platform,Atari,North America,0.54,0.73
,XB,2001,Platform,Atari,Europe,0.16,0.73
,XB,2001,Platform,Atari,Japan,0,0.73
,XB,2001,Platform,Atari,Other,0.03,0.73
,2600,1981,Shooter,Atari,North America,0.68,0.73
,2600,1981,Shooter,Atari,Europe,0.04,0.73
,2600,1981,Shooter,Atari,Japan,0,0.73
,2600,1981,Shooter,Atari,Other,0.01,0.73
,X360,2010,Sports,Electronic Arts,North America,0.61,0.73
,X360,2010,Sports,Electronic Arts,Europe,0.07,0.73
,X360,2010,Sports,Electronic Arts,Japan,0,0.73
,X360,2010,Sports,Electronic Arts,Other,0.05,0.73
,PC,2014,Role-Playing,Electronic Arts,North America,0.32,0.73
,PC,2014,Role-Playing,Electronic Arts,Europe,0.34,0.73
,PC,2014,Role-Playing,Electronic Arts,Japan,0,0.73
,PC,2014,Role-Playing,Electronic Arts,Other,0.07,0.73
,DS,2009,Adventure,Activision,North America,0.67,0.73
,DS,2009,Adventure,Activision,Europe,0.01,0.73
,DS,2009,Adventure,Activision,Japan,0,0.73
,DS,2009,Adventure,Activision,Other,0.05,0.73
,X360,2011,Racing,Codemasters,North America,0.23,0.73
,X360,2011,Racing,Codemasters,Europe,0.41,0.73
,X360,2011,Racing,Codemasters,Japan,0.01,0.73
,X360,2011,Racing,Codemasters,Other,0.08,0.73
,X360,2006,Sports,Electronic Arts,North America,0.67,0.73
,X360,2006,Sports,Electronic Arts,Europe,0,0.73
,X360,2006,Sports,Electronic Arts,Japan,0,0.73
,X360,2006,Sports,Electronic Arts,Other,0.06,0.73
,Wii,2011,Misc,Nintendo,North America,0,0.73
,Wii,2011,Misc,Nintendo,Europe,0,0.73
,Wii,2011,Misc,Nintendo,Japan,0.73,0.73
,Wii,2011,Misc,Nintendo,Other,0,0.73
,XB,2004,Strategy,THQ,North America,0.54,0.73
,XB,2004,Strategy,THQ,Europe,0.16,0.73
,XB,2004,Strategy,THQ,Japan,0,0.73
,XB,2004,Strategy,THQ,Other,0.03,0.73
,PS2,2004,Puzzle,Namco Bandai Games,North America,0.47,0.73
,PS2,2004,Puzzle,Namco Bandai Games,Europe,0.02,0.73
,PS2,2004,Puzzle,Namco Bandai Games,Japan,0.17,0.73
,PS2,2004,Puzzle,Namco Bandai Games,Other,0.08,0.73
,GBA,2003,Action,Atari,North America,0.52,0.73
,GBA,2003,Action,Atari,Europe,0.19,0.73
,GBA,2003,Action,Atari,Japan,0,0.73
,GBA,2003,Action,Atari,Other,0.01,0.73
,PS3,2012,Action,Sony Computer Entertainment,North America,0.47,0.73
,PS3,2012,Action,Sony Computer Entertainment,Europe,0.14,0.73
,PS3,2012,Action,Sony Computer Entertainment,Japan,0.02,0.73
,PS3,2012,Action,Sony Computer Entertainment,Other,0.09,0.73
,Wii,2009,Action,Ubisoft,North America,0.33,0.73
,Wii,2009,Action,Ubisoft,Europe,0.32,0.73
,Wii,2009,Action,Ubisoft,Japan,0,0.73
,Wii,2009,Action,Ubisoft,Other,0.08,0.73
,PS2,2001,Sports,Codemasters,North America,0.36,0.73
,PS2,2001,Sports,Codemasters,Europe,0.28,0.73
,PS2,2001,Sports,Codemasters,Japan,0,0.73
,PS2,2001,Sports,Codemasters,Other,0.09,0.73
,X360,2009,Racing,THQ,North America,0.52,0.73
,X360,2009,Racing,THQ,Europe,0.15,0.73
,X360,2009,Racing,THQ,Japan,0,0.73
,X360,2009,Racing,THQ,Other,0.06,0.73
,DS,2008,Simulation,Ubisoft,North America,0.34,0.73
,DS,2008,Simulation,Ubisoft,Europe,0.31,0.73
,DS,2008,Simulation,Ubisoft,Japan,0,0.73
,DS,2008,Simulation,Ubisoft,Other,0.08,0.73
,X360,2012,Sports,Electronic Arts,North America,0.38,0.72
,X360,2012,Sports,Electronic Arts,Europe,0.28,0.72
,X360,2012,Sports,Electronic Arts,Japan,0,0.72
,X360,2012,Sports,Electronic Arts,Other,0.06,0.72
,3DS,2012,Simulation,Nintendo,North America,0.16,0.72
,3DS,2012,Simulation,Nintendo,Europe,0.02,0.72
,3DS,2012,Simulation,Nintendo,Japan,0.53,0.72
,3DS,2012,Simulation,Nintendo,Other,0.01,0.72
,GC,2002,Shooter,Electronic Arts,North America,0.56,0.72
,GC,2002,Shooter,Electronic Arts,Europe,0.15,0.72
,GC,2002,Shooter,Electronic Arts,Japan,0,0.72
,GC,2002,Shooter,Electronic Arts,Other,0.02,0.72
,PC,2012,Strategy,Take-Two Interactive,North America,0.26,0.72
,PC,2012,Strategy,Take-Two Interactive,Europe,0.36,0.72
,PC,2012,Strategy,Take-Two Interactive,Japan,0,0.72
,PC,2012,Strategy,Take-Two Interactive,Other,0.1,0.72
,DS,2009,Platform,Ubisoft,North America,0.35,0.72
,DS,2009,Platform,Ubisoft,Europe,0.3,0.72
,DS,2009,Platform,Ubisoft,Japan,0,0.72
,DS,2009,Platform,Ubisoft,Other,0.07,0.72
,GBA,2005,Action,Ubisoft,North America,0.52,0.72
,GBA,2005,Action,Ubisoft,Europe,0.19,0.72
,GBA,2005,Action,Ubisoft,Japan,0,0.72
,GBA,2005,Action,Ubisoft,Other,0.01,0.72
,PS2,2005,Action,Activision,North America,0.6,0.72
,PS2,2005,Action,Activision,Europe,0.02,0.72
,PS2,2005,Action,Activision,Japan,0,0.72
,PS2,2005,Action,Activision,Other,0.1,0.72
,Wii,2012,Action,Electronic Arts,North America,0.19,0.72
,Wii,2012,Action,Electronic Arts,Europe,0.46,0.72
,Wii,2012,Action,Electronic Arts,Japan,0,0.72
,Wii,2012,Action,Electronic Arts,Other,0.08,0.72
,PSP,2010,Action,Unknown,North America,0,0.72
,PSP,2010,Action,Unknown,Europe,0,0.72
,PSP,2010,Action,Unknown,Japan,0.72,0.72
,PSP,2010,Action,Unknown,Other,0,0.72
,PS4,2014,Role-Playing,Square Enix,North America,0.32,0.72
,PS4,2014,Role-Playing,Square Enix,Europe,0.22,0.72
,PS4,2014,Role-Playing,Square Enix,Japan,0.08,0.72
,PS4,2014,Role-Playing,Square Enix,Other,0.1,0.72
,PS,1998,Strategy,Namco Bandai Games,North America,0,0.72
,PS,1998,Strategy,Namco Bandai Games,Europe,0,0.72
,PS,1998,Strategy,Namco Bandai Games,Japan,0.67,0.72
,PS,1998,Strategy,Namco Bandai Games,Other,0.05,0.72
,PS,1996,Shooter,GT Interactive,North America,0.4,0.72
,PS,1996,Shooter,GT Interactive,Europe,0.27,0.72
,PS,1996,Shooter,GT Interactive,Japan,0,0.72
,PS,1996,Shooter,GT Interactive,Other,0.05,0.72
,PS2,2007,Sports,Electronic Arts,North America,0.59,0.72
,PS2,2007,Sports,Electronic Arts,Europe,0.02,0.72
,PS2,2007,Sports,Electronic Arts,Japan,0.01,0.72
,PS2,2007,Sports,Electronic Arts,Other,0.1,0.72
,XB,2002,Shooter,Electronic Arts,North America,0.53,0.72
,XB,2002,Shooter,Electronic Arts,Europe,0.17,0.72
,XB,2002,Shooter,Electronic Arts,Japan,0,0.72
,XB,2002,Shooter,Electronic Arts,Other,0.03,0.72
,PS2,2006,Sports,Electronic Arts,North America,0.6,0.72
,PS2,2006,Sports,Electronic Arts,Europe,0.02,0.72
,PS2,2006,Sports,Electronic Arts,Japan,0,0.72
,PS2,2006,Sports,Electronic Arts,Other,0.1,0.72
,PS,1999,Racing,Atari,North America,0.4,0.72
,PS,1999,Racing,Atari,Europe,0.27,0.72
,PS,1999,Racing,Atari,Japan,0,0.72
,PS,1999,Racing,Atari,Other,0.05,0.72
,GBA,2005,Action,Sega,North America,0,0.72
,GBA,2005,Action,Sega,Europe,0,0.72
,GBA,2005,Action,Sega,Japan,0.7,0.72
,GBA,2005,Action,Sega,Other,0.02,0.72
